side,h,N,N_base,mean_bp,median_bp,up%,t,excess_bp,src,tf,event,rep
long,1,33,1304,2.6,6.6,51.5,0.18,3.2,null_rw,daily,donch100,10
long,3,33,1302,4.0,21.4,51.5,0.14,5.4,null_rw,daily,donch100,10
long,5,33,1300,21.0,3.2,51.5,0.53,23.4,null_rw,daily,donch100,10
long,10,33,1295,66.6,51.3,54.5,1.32,71.1,null_rw,daily,donch100,10
long,20,33,1285,104.5,96.9,60.6,1.68,108.3,null_rw,daily,donch100,10
short,1,38,1304,16.4,4.7,52.6,1.15,15.9,null_rw,daily,donch100,10
short,3,38,1302,21.1,10.8,52.6,0.83,19.7,null_rw,daily,donch100,10
short,5,38,1300,29.3,6.5,55.3,0.92,26.9,null_rw,daily,donch100,10
short,10,37,1295,50.3,43.4,62.2,1.07,45.7,null_rw,daily,donch100,10
short,20,37,1285,165.6,241.9,70.3,2.92,161.7,null_rw,daily,donch100,10
long,1,20,1304,2.4,1.3,50.0,0.15,3.0,null_rw,daily,donch260,10
long,3,20,1302,-30.6,-33.8,45.0,-0.88,-29.2,null_rw,daily,donch260,10
long,5,20,1300,10.2,-35.4,45.0,0.18,12.7,null_rw,daily,donch260,10
long,10,20,1295,29.8,5.8,50.0,0.43,34.3,null_rw,daily,donch260,10
long,20,20,1285,58.1,-37.0,50.0,0.67,61.9,null_rw,daily,donch260,10
short,1,27,1304,-1.8,-6.8,48.1,-0.11,-2.3,null_rw,daily,donch260,10
short,3,27,1302,10.9,-23.9,48.1,0.37,9.6,null_rw,daily,donch260,10
short,5,26,1300,27.0,6.5,53.8,0.65,24.6,null_rw,daily,donch260,10
short,10,26,1295,42.9,78.1,65.4,0.73,38.3,null_rw,daily,donch260,10
short,20,26,1285,178.6,273.9,69.2,2.41,174.7,null_rw,daily,donch260,10
long,1,9,8993,-4.5,5.0,55.6,-0.4,-4.3,null_rw,60m,compress_bo,10
long,3,9,8991,-4.3,-7.8,33.3,-0.22,-3.9,null_rw,60m,compress_bo,10
long,5,9,8989,-8.5,30.4,55.6,-0.2,-7.8,null_rw,60m,compress_bo,10
long,10,9,8984,-2.5,119.6,55.6,-0.04,-1.2,null_rw,60m,compress_bo,10
long,20,9,8974,14.2,149.1,66.7,0.2,17.0,null_rw,60m,compress_bo,10
short,1,7,8993,-0.6,7.7,57.1,-0.03,-0.7,null_rw,60m,compress_bo,10
short,3,7,8991,16.8,13.9,71.4,0.61,16.4,null_rw,60m,compress_bo,10
short,5,7,8989,36.5,87.5,57.1,1.23,35.8,null_rw,60m,compress_bo,10
short,10,7,8984,58.8,66.2,85.7,1.59,57.5,null_rw,60m,compress_bo,10
short,20,7,8974,20.9,-10.5,42.9,0.32,18.2,null_rw,60m,compress_bo,10
long,1,95,8993,5.4,5.5,58.9,1.74,5.6,null_rw,60m,kelt_pull,10
long,3,95,8991,8.9,9.3,57.9,1.57,9.3,null_rw,60m,kelt_pull,10
long,5,95,8989,3.7,7.0,50.5,0.52,4.4,null_rw,60m,kelt_pull,10
long,10,95,8984,8.6,1.9,50.5,0.79,9.9,null_rw,60m,kelt_pull,10
long,20,95,8974,0.8,-13.9,48.4,0.05,3.5,null_rw,60m,kelt_pull,10
short,1,103,8993,3.9,6.0,57.3,1.09,3.8,null_rw,60m,kelt_pull,10
short,3,103,8991,12.2,8.2,57.3,2.03,11.8,null_rw,60m,kelt_pull,10
short,5,103,8989,14.8,10.8,56.3,1.76,14.2,null_rw,60m,kelt_pull,10
short,10,103,8984,17.2,10.4,50.5,1.65,15.9,null_rw,60m,kelt_pull,10
short,20,102,8974,8.8,4.0,51.0,0.69,6.0,null_rw,60m,kelt_pull,10
long,1,3,1304,-1.3,24.9,66.7,-0.03,-0.3,null_rw,daily,compress_bo,11
long,3,3,1302,113.8,35.5,100.0,1.23,117.1,null_rw,daily,compress_bo,11
long,5,3,1300,92.8,129.8,66.7,0.84,98.6,null_rw,daily,compress_bo,11
long,10,3,1295,8.6,2.2,66.7,0.18,20.0,null_rw,daily,compress_bo,11
long,20,3,1285,204.5,194.6,100.0,3.53,226.5,null_rw,daily,compress_bo,11
short,1,0,1304,,,,,,null_rw,daily,compress_bo,11
short,3,0,1302,,,,,,null_rw,daily,compress_bo,11
short,5,0,1300,,,,,,null_rw,daily,compress_bo,11
short,10,0,1295,,,,,,null_rw,daily,compress_bo,11
short,20,0,1285,,,,,,null_rw,daily,compress_bo,11
long,1,12,1304,15.1,13.3,58.3,0.63,16.1,null_rw,daily,kelt_pull,11
long,3,12,1302,51.3,27.3,50.0,1.09,54.5,null_rw,daily,kelt_pull,11
long,5,12,1300,6.7,51.7,58.3,0.08,12.4,null_rw,daily,kelt_pull,11
long,10,12,1295,82.8,118.0,66.7,0.86,94.2,null_rw,daily,kelt_pull,11
long,20,12,1285,162.0,180.9,66.7,1.69,184.0,null_rw,daily,kelt_pull,11
short,1,15,1304,-4.1,3.9,53.3,-0.21,-5.2,null_rw,daily,kelt_pull,11
short,3,15,1302,-28.2,-52.1,46.7,-0.71,-31.5,null_rw,daily,kelt_pull,11
short,5,15,1300,-33.0,-124.5,40.0,-0.64,-38.8,null_rw,daily,kelt_pull,11
short,10,15,1295,-29.0,-161.7,40.0,-0.33,-40.3,null_rw,daily,kelt_pull,11
short,20,15,1285,-102.4,-44.4,40.0,-0.81,-124.5,null_rw,daily,kelt_pull,11
long,1,23,1304,-8.9,-9.6,39.1,-0.48,-7.9,null_rw,daily,donch100,11
long,3,23,1302,6.5,2.7,52.2,0.23,9.7,null_rw,daily,donch100,11
long,5,23,1300,-8.4,-17.6,43.5,-0.28,-2.7,null_rw,daily,donch100,11
long,10,23,1295,-94.9,-16.4,47.8,-1.48,-83.6,null_rw,daily,donch100,11
long,20,23,1285,-101.3,-71.0,47.8,-1.21,-79.3,null_rw,daily,donch100,11
short,1,35,1304,-19.2,-10.8,48.6,-1.28,-20.2,null_rw,daily,donch100,11
short,3,35,1302,0.1,-20.0,42.9,0.0,-3.2,null_rw,daily,donch100,11
short,5,34,1300,-31.1,-25.6,44.1,-1.02,-36.8,null_rw,daily,donch100,11
short,10,34,1295,-19.5,60.8,61.8,-0.4,-30.8,null_rw,daily,donch100,11
short,20,33,1285,26.9,120.7,57.6,0.38,4.8,null_rw,daily,donch100,11
long,1,10,1304,-44.4,-77.9,10.0,-1.75,-43.3,null_rw,daily,donch260,11
long,3,10,1302,-26.3,-2.9,50.0,-0.69,-23.1,null_rw,daily,donch260,11
long,5,10,1300,-28.9,-20.8,40.0,-0.56,-23.2,null_rw,daily,donch260,11
long,10,10,1295,-180.2,-123.5,40.0,-1.55,-168.9,null_rw,daily,donch260,11
long,20,10,1285,-190.2,-319.6,30.0,-1.59,-168.1,null_rw,daily,donch260,11
short,1,23,1304,-14.8,-10.8,47.8,-0.75,-15.8,null_rw,daily,donch260,11
short,3,23,1302,43.5,32.3,56.5,1.75,40.3,null_rw,daily,donch260,11
short,5,23,1300,30.2,16.4,56.5,0.87,24.4,null_rw,daily,donch260,11
short,10,23,1295,62.7,81.7,69.6,1.24,51.4,null_rw,daily,donch260,11
short,20,23,1285,84.6,147.0,60.9,1.01,62.5,null_rw,daily,donch260,11
long,1,10,8993,2.5,-11.8,40.0,0.15,2.6,null_rw,60m,compress_bo,11
long,3,10,8991,2.5,-1.9,50.0,0.13,2.8,null_rw,60m,compress_bo,11
long,5,10,8989,18.9,50.5,60.0,0.9,19.4,null_rw,60m,compress_bo,11
long,10,10,8984,-3.8,0.7,50.0,-0.17,-3.0,null_rw,60m,compress_bo,11
long,20,10,8974,14.9,42.9,70.0,0.45,16.3,null_rw,60m,compress_bo,11
short,1,9,8993,-6.6,-9.0,33.3,-0.61,-6.7,null_rw,60m,compress_bo,11
short,3,9,8991,-9.7,-9.4,33.3,-1.19,-10.0,null_rw,60m,compress_bo,11
short,5,9,8989,-4.9,2.1,55.6,-0.39,-5.3,null_rw,60m,compress_bo,11
short,10,9,8984,33.9,51.3,55.6,1.01,33.0,null_rw,60m,compress_bo,11
short,20,9,8974,76.5,63.8,66.7,1.64,75.0,null_rw,60m,compress_bo,11
long,1,95,8993,-7.4,-10.8,36.8,-2.08,-7.3,null_rw,60m,kelt_pull,11
long,3,95,8991,-6.9,0.9,50.5,-1.11,-6.7,null_rw,60m,kelt_pull,11
long,5,95,8989,-10.4,-18.2,41.1,-1.33,-10.0,null_rw,60m,kelt_pull,11
long,10,95,8984,-11.3,-24.6,37.9,-1.16,-10.5,null_rw,60m,kelt_pull,11
long,20,95,8974,-1.2,-4.4,48.4,-0.09,0.3,null_rw,60m,kelt_pull,11
short,1,96,8993,-6.3,-3.5,43.8,-1.94,-6.4,null_rw,60m,kelt_pull,11
short,3,96,8991,-8.9,-7.6,36.5,-1.73,-9.2,null_rw,60m,kelt_pull,11
short,5,96,8989,-5.0,-9.9,41.7,-0.66,-5.4,null_rw,60m,kelt_pull,11
short,10,96,8984,8.4,-4.4,50.0,0.83,7.6,null_rw,60m,kelt_pull,11
short,20,96,8974,5.6,-5.7,50.0,0.37,4.1,null_rw,60m,kelt_pull,11
long,1,0,1304,,,,,,null_rw,daily,compress_bo,12
long,3,0,1302,,,,,,null_rw,daily,compress_bo,12
long,5,0,1300,,,,,,null_rw,daily,compress_bo,12
long,10,0,1295,,,,,,null_rw,daily,compress_bo,12
long,20,0,1285,,,,,,null_rw,daily,compress_bo,12
short,1,1,1304,,,,,,null_rw,daily,compress_bo,12
short,3,1,1302,,,,,,null_rw,daily,compress_bo,12
short,5,1,1300,,,,,,null_rw,daily,compress_bo,12
short,10,1,1295,,,,,,null_rw,daily,compress_bo,12
short,20,1,1285,,,,,,null_rw,daily,compress_bo,12
long,1,9,1304,38.4,18.4,88.9,1.64,42.8,null_rw,daily,kelt_pull,12
long,3,9,1302,73.5,62.5,55.6,1.29,86.5,null_rw,daily,kelt_pull,12
long,5,9,1300,-2.7,33.4,55.6,-0.03,18.8,null_rw,daily,kelt_pull,12
long,10,9,1295,-113.0,-185.5,22.2,-1.56,-70.2,null_rw,daily,kelt_pull,12
long,20,9,1285,-168.2,-280.3,22.2,-1.35,-82.8,null_rw,daily,kelt_pull,12
short,1,18,1304,5.0,0.4,55.6,0.2,0.6,null_rw,daily,kelt_pull,12
short,3,17,1302,-14.6,-43.6,47.1,-0.39,-27.7,null_rw,daily,kelt_pull,12
short,5,17,1300,-2.2,-11.2,47.1,-0.04,-23.7,null_rw,daily,kelt_pull,12
short,10,17,1295,-40.0,-41.8,41.2,-0.52,-82.7,null_rw,daily,kelt_pull,12
short,20,17,1285,40.7,45.6,58.8,0.33,-44.8,null_rw,daily,kelt_pull,12
long,1,10,1304,40.7,35.3,70.0,1.69,45.1,null_rw,daily,donch100,12
long,3,10,1302,82.0,79.2,80.0,1.19,95.0,null_rw,daily,donch100,12
long,5,10,1300,90.7,107.0,80.0,1.66,112.2,null_rw,daily,donch100,12
long,10,10,1295,103.5,91.7,60.0,1.15,146.2,null_rw,daily,donch100,12
long,20,10,1285,162.5,153.6,60.0,1.21,248.0,null_rw,daily,donch100,12
short,1,52,1304,1.2,-22.7,46.2,0.08,-3.2,null_rw,daily,donch100,12
short,3,51,1302,-43.0,-62.9,39.2,-1.69,-56.0,null_rw,daily,donch100,12
short,5,51,1300,3.2,-24.5,47.1,0.09,-18.3,null_rw,daily,donch100,12
short,10,50,1295,30.0,-5.1,48.0,0.68,-12.8,null_rw,daily,donch100,12
short,20,49,1285,60.8,80.7,55.1,1.02,-24.7,null_rw,daily,donch100,12
long,1,1,1304,,,,,,null_rw,daily,donch260,12
long,3,1,1302,,,,,,null_rw,daily,donch260,12
long,5,1,1300,,,,,,null_rw,daily,donch260,12
long,10,1,1295,,,,,,null_rw,daily,donch260,12
long,20,1,1285,,,,,,null_rw,daily,donch260,12
short,1,42,1304,1.3,-33.2,45.2,0.07,-3.2,null_rw,daily,donch260,12
short,3,41,1302,-54.2,-74.0,36.6,-1.77,-67.3,null_rw,daily,donch260,12
short,5,41,1300,-0.9,47.0,51.2,-0.02,-22.4,null_rw,daily,donch260,12
short,10,40,1295,20.9,-10.3,47.5,0.43,-21.8,null_rw,daily,donch260,12
short,20,39,1285,85.6,93.2,59.0,1.28,0.1,null_rw,daily,donch260,12
long,1,9,8993,1.2,-5.3,44.4,0.1,1.1,null_rw,60m,compress_bo,12
long,3,9,8991,16.3,6.9,55.6,1.13,16.0,null_rw,60m,compress_bo,12
long,5,9,8989,20.8,45.7,55.6,0.75,20.4,null_rw,60m,compress_bo,12
long,10,9,8984,39.1,51.1,66.7,1.04,38.2,null_rw,60m,compress_bo,12
long,20,9,8974,44.0,25.3,55.6,1.16,42.1,null_rw,60m,compress_bo,12
short,1,7,8993,-0.9,-13.0,28.6,-0.06,-0.8,null_rw,60m,compress_bo,12
short,3,7,8991,6.0,17.8,71.4,0.3,6.3,null_rw,60m,compress_bo,12
short,5,7,8989,22.2,55.9,71.4,0.63,22.6,null_rw,60m,compress_bo,12
short,10,7,8984,115.6,74.2,71.4,2.42,116.5,null_rw,60m,compress_bo,12
short,20,7,8974,61.5,3.1,57.1,1.7,63.4,null_rw,60m,compress_bo,12
long,1,98,8993,0.8,-2.8,46.9,0.22,0.7,null_rw,60m,kelt_pull,12
long,3,98,8991,4.5,-2.2,46.9,0.74,4.2,null_rw,60m,kelt_pull,12
long,5,97,8989,6.1,6.4,53.6,0.76,5.7,null_rw,60m,kelt_pull,12
long,10,97,8984,0.4,8.6,54.6,0.04,-0.5,null_rw,60m,kelt_pull,12
long,20,97,8974,7.6,-7.4,48.5,0.5,5.7,null_rw,60m,kelt_pull,12
short,1,91,8993,3.9,2.7,56.0,1.07,4.0,null_rw,60m,kelt_pull,12
short,3,91,8991,1.2,-0.1,49.5,0.2,1.5,null_rw,60m,kelt_pull,12
short,5,91,8989,-9.7,-16.5,41.8,-1.23,-9.2,null_rw,60m,kelt_pull,12
short,10,91,8984,-2.5,-8.7,47.3,-0.23,-1.6,null_rw,60m,kelt_pull,12
short,20,91,8974,-11.7,-12.5,44.0,-0.82,-9.8,null_rw,60m,kelt_pull,12
long,1,0,1304,,,,,,null_rw,daily,compress_bo,13
long,3,0,1302,,,,,,null_rw,daily,compress_bo,13
long,5,0,1300,,,,,,null_rw,daily,compress_bo,13
long,10,0,1295,,,,,,null_rw,daily,compress_bo,13
long,20,0,1285,,,,,,null_rw,daily,compress_bo,13
short,1,0,1304,,,,,,null_rw,daily,compress_bo,13
short,3,0,1302,,,,,,null_rw,daily,compress_bo,13
short,5,0,1300,,,,,,null_rw,daily,compress_bo,13
short,10,0,1295,,,,,,null_rw,daily,compress_bo,13
short,20,0,1285,,,,,,null_rw,daily,compress_bo,13
long,1,14,1304,29.2,13.3,57.1,1.44,29.9,null_rw,daily,kelt_pull,13
long,3,14,1302,36.8,7.3,57.1,0.98,38.8,null_rw,daily,kelt_pull,13
long,5,14,1300,29.5,-15.6,42.9,0.54,33.1,null_rw,daily,kelt_pull,13
long,10,14,1295,-40.3,-2.0,50.0,-0.56,-31.2,null_rw,daily,kelt_pull,13
long,20,14,1285,176.4,227.2,71.4,1.42,198.5,null_rw,daily,kelt_pull,13
short,1,12,1304,-5.2,12.6,58.3,-0.17,-5.9,null_rw,daily,kelt_pull,13
short,3,12,1302,-24.0,9.6,50.0,-0.45,-26.0,null_rw,daily,kelt_pull,13
short,5,12,1300,-13.1,-7.0,50.0,-0.19,-16.7,null_rw,daily,kelt_pull,13
short,10,12,1295,-43.6,-119.5,41.7,-0.47,-52.7,null_rw,daily,kelt_pull,13
short,20,12,1285,-16.2,115.9,58.3,-0.09,-38.3,null_rw,daily,kelt_pull,13
long,1,22,1304,30.3,28.6,68.2,1.92,30.9,null_rw,daily,donch100,13
long,3,22,1302,64.7,56.4,59.1,1.97,66.7,null_rw,daily,donch100,13
long,5,22,1300,21.8,-26.3,40.9,0.42,25.4,null_rw,daily,donch100,13
long,10,21,1295,-34.7,-59.1,38.1,-0.52,-25.7,null_rw,daily,donch100,13
long,20,21,1285,71.9,17.5,52.4,0.7,94.0,null_rw,daily,donch100,13
short,1,49,1304,-1.6,1.8,53.1,-0.12,-2.2,null_rw,daily,donch100,13
short,3,49,1302,18.1,4.8,53.1,0.79,16.1,null_rw,daily,donch100,13
short,5,49,1300,1.0,50.0,51.0,0.03,-2.6,null_rw,daily,donch100,13
short,10,49,1295,13.9,9.6,53.1,0.32,4.8,null_rw,daily,donch100,13
short,20,49,1285,-10.5,61.5,53.1,-0.15,-32.5,null_rw,daily,donch100,13
long,1,4,1304,93.9,100.6,100.0,3.34,94.6,null_rw,daily,donch260,13
long,3,4,1302,199.5,236.1,75.0,1.85,201.5,null_rw,daily,donch260,13
long,5,4,1300,215.3,237.7,75.0,1.85,218.9,null_rw,daily,donch260,13
long,10,3,1295,322.9,388.8,100.0,2.59,331.9,null_rw,daily,donch260,13
long,20,3,1285,773.8,655.0,100.0,5.5,795.8,null_rw,daily,donch260,13
short,1,30,1304,15.4,11.8,60.0,0.82,14.8,null_rw,daily,donch260,13
short,3,30,1302,45.2,48.8,60.0,1.4,43.2,null_rw,daily,donch260,13
short,5,30,1300,46.1,108.7,56.7,1.32,42.6,null_rw,daily,donch260,13
short,10,30,1295,79.5,152.2,66.7,1.35,70.4,null_rw,daily,donch260,13
short,20,30,1285,93.3,174.3,66.7,1.0,71.3,null_rw,daily,donch260,13
long,1,9,8993,-6.7,-4.3,33.3,-0.74,-7.1,null_rw,60m,compress_bo,13
long,3,9,8991,-26.5,-39.7,33.3,-1.71,-27.7,null_rw,60m,compress_bo,13
long,5,9,8989,-5.0,1.1,55.6,-0.3,-6.9,null_rw,60m,compress_bo,13
long,10,9,8984,-49.8,-32.8,33.3,-1.8,-53.6,null_rw,60m,compress_bo,13
long,20,9,8974,-71.7,-89.7,33.3,-1.72,-79.3,null_rw,60m,compress_bo,13
short,1,12,8993,6.9,9.4,58.3,0.82,7.3,null_rw,60m,compress_bo,13
short,3,12,8991,15.2,8.7,66.7,0.67,16.4,null_rw,60m,compress_bo,13
short,5,12,8989,31.4,25.7,75.0,1.42,33.3,null_rw,60m,compress_bo,13
short,10,12,8984,41.0,28.8,58.3,1.0,44.8,null_rw,60m,compress_bo,13
short,20,12,8974,60.8,74.3,83.3,1.38,68.4,null_rw,60m,compress_bo,13
long,1,109,8993,-3.7,-7.8,45.0,-1.04,-4.1,null_rw,60m,kelt_pull,13
long,3,109,8991,5.6,6.8,56.0,0.97,4.5,null_rw,60m,kelt_pull,13
long,5,109,8989,-0.5,4.4,51.4,-0.07,-2.4,null_rw,60m,kelt_pull,13
long,10,109,8984,-4.4,-17.0,45.0,-0.44,-8.3,null_rw,60m,kelt_pull,13
long,20,109,8974,-10.0,11.4,51.4,-0.67,-17.7,null_rw,60m,kelt_pull,13
short,1,81,8993,6.9,7.6,58.0,1.71,7.3,null_rw,60m,kelt_pull,13
short,3,81,8991,10.2,12.2,59.3,1.47,11.3,null_rw,60m,kelt_pull,13
short,5,81,8989,-4.9,-9.2,43.2,-0.57,-3.0,null_rw,60m,kelt_pull,13
short,10,81,8984,-4.6,-4.6,46.9,-0.36,-0.8,null_rw,60m,kelt_pull,13
short,20,81,8974,2.2,-2.1,48.1,0.12,9.8,null_rw,60m,kelt_pull,13
long,1,1,1304,,,,,,null_rw,daily,compress_bo,14
long,3,1,1302,,,,,,null_rw,daily,compress_bo,14
long,5,1,1300,,,,,,null_rw,daily,compress_bo,14
long,10,1,1295,,,,,,null_rw,daily,compress_bo,14
long,20,1,1285,,,,,,null_rw,daily,compress_bo,14
short,1,0,1304,,,,,,null_rw,daily,compress_bo,14
short,3,0,1302,,,,,,null_rw,daily,compress_bo,14
short,5,0,1300,,,,,,null_rw,daily,compress_bo,14
short,10,0,1295,,,,,,null_rw,daily,compress_bo,14
short,20,0,1285,,,,,,null_rw,daily,compress_bo,14
long,1,20,1304,30.6,11.4,50.0,1.55,25.7,null_rw,daily,kelt_pull,14
long,3,20,1302,48.0,16.0,65.0,1.17,33.5,null_rw,daily,kelt_pull,14
long,5,20,1300,31.2,9.6,50.0,0.54,7.5,null_rw,daily,kelt_pull,14
long,10,20,1295,62.9,-33.9,45.0,0.75,16.2,null_rw,daily,kelt_pull,14
long,20,20,1285,170.0,90.6,60.0,1.5,80.2,null_rw,daily,kelt_pull,14
short,1,12,1304,2.6,-10.4,41.7,0.11,7.5,null_rw,daily,kelt_pull,14
short,3,12,1302,34.0,42.9,58.3,0.78,48.5,null_rw,daily,kelt_pull,14
short,5,12,1300,67.5,73.5,58.3,1.33,91.2,null_rw,daily,kelt_pull,14
short,10,12,1295,37.7,54.2,75.0,0.77,84.4,null_rw,daily,kelt_pull,14
short,20,12,1285,-113.7,-158.0,33.3,-1.09,-23.9,null_rw,daily,kelt_pull,14
long,1,41,1304,8.6,11.1,61.0,0.69,3.7,null_rw,daily,donch100,14
long,3,41,1302,45.7,52.4,58.5,1.86,31.2,null_rw,daily,donch100,14
long,5,41,1300,77.2,57.1,68.3,2.3,53.5,null_rw,daily,donch100,14
long,10,40,1295,69.1,66.4,62.5,1.53,22.4,null_rw,daily,donch100,14
long,20,39,1285,145.3,121.9,61.5,1.9,55.6,null_rw,daily,donch100,14
short,1,18,1304,-20.3,-27.8,38.9,-0.85,-15.4,null_rw,daily,donch100,14
short,3,18,1302,14.2,19.7,61.1,0.3,28.6,null_rw,daily,donch100,14
short,5,18,1300,5.6,-21.2,50.0,0.09,29.4,null_rw,daily,donch100,14
short,10,18,1295,-45.9,21.6,55.6,-0.64,0.7,null_rw,daily,donch100,14
short,20,18,1285,-172.3,-99.4,33.3,-1.83,-82.5,null_rw,daily,donch100,14
long,1,32,1304,13.9,12.3,65.6,1.02,8.9,null_rw,daily,donch260,14
long,3,32,1302,58.0,65.0,59.4,2.19,43.5,null_rw,daily,donch260,14
long,5,32,1300,75.8,49.2,65.6,1.96,52.1,null_rw,daily,donch260,14
long,10,31,1295,67.8,67.4,61.3,1.33,21.1,null_rw,daily,donch260,14
long,20,30,1285,103.0,102.0,56.7,1.12,13.3,null_rw,daily,donch260,14
short,1,7,1304,-11.8,-3.5,42.9,-0.32,-6.9,null_rw,daily,donch260,14
short,3,7,1302,22.2,74.8,85.7,0.23,36.7,null_rw,daily,donch260,14
short,5,7,1300,8.6,50.2,57.1,0.07,32.3,null_rw,daily,donch260,14
short,10,7,1295,27.0,31.9,57.1,0.19,73.6,null_rw,daily,donch260,14
short,20,7,1285,-117.9,-20.2,42.9,-0.72,-28.1,null_rw,daily,donch260,14
long,1,8,8993,10.2,5.5,50.0,1.26,10.0,null_rw,60m,compress_bo,14
long,3,8,8991,-0.2,8.1,50.0,-0.01,-0.9,null_rw,60m,compress_bo,14
long,5,8,8989,-4.7,-26.3,37.5,-0.22,-5.8,null_rw,60m,compress_bo,14
long,10,8,8984,59.5,61.0,75.0,1.79,57.1,null_rw,60m,compress_bo,14
long,20,7,8974,72.1,73.7,71.4,1.7,67.4,null_rw,60m,compress_bo,14
short,1,9,8993,-2.1,7.1,55.6,-0.22,-1.9,null_rw,60m,compress_bo,14
short,3,9,8991,-32.1,-8.5,33.3,-1.11,-31.5,null_rw,60m,compress_bo,14
short,5,9,8989,-14.0,-20.5,33.3,-0.59,-12.9,null_rw,60m,compress_bo,14
short,10,9,8984,-39.4,-41.3,22.2,-1.4,-37.1,null_rw,60m,compress_bo,14
short,20,9,8974,11.6,6.9,66.7,0.47,16.2,null_rw,60m,compress_bo,14
long,1,110,8993,-6.0,-4.8,42.7,-1.93,-6.3,null_rw,60m,kelt_pull,14
long,3,110,8991,-6.2,-7.1,46.4,-1.12,-6.9,null_rw,60m,kelt_pull,14
long,5,110,8989,-7.2,-3.3,47.3,-0.9,-8.3,null_rw,60m,kelt_pull,14
long,10,110,8984,-5.6,-14.7,45.5,-0.53,-8.0,null_rw,60m,kelt_pull,14
long,20,110,8974,15.8,-3.9,48.2,1.09,11.2,null_rw,60m,kelt_pull,14
short,1,93,8993,1.2,2.3,53.8,0.3,1.4,null_rw,60m,kelt_pull,14
short,3,93,8991,-3.3,-7.9,45.2,-0.5,-2.6,null_rw,60m,kelt_pull,14
short,5,93,8989,-7.9,-19.5,46.2,-0.9,-6.8,null_rw,60m,kelt_pull,14
short,10,93,8984,-13.4,-15.8,43.0,-1.02,-11.0,null_rw,60m,kelt_pull,14
short,20,92,8974,-11.6,-11.3,46.7,-0.63,-7.0,null_rw,60m,kelt_pull,14
long,1,0,1304,,,,,,null_rw,daily,compress_bo,15
long,3,0,1302,,,,,,null_rw,daily,compress_bo,15
long,5,0,1300,,,,,,null_rw,daily,compress_bo,15
long,10,0,1295,,,,,,null_rw,daily,compress_bo,15
long,20,0,1285,,,,,,null_rw,daily,compress_bo,15
short,1,3,1304,-86.7,-69.6,0.0,-3.06,-82.3,null_rw,daily,compress_bo,15
short,3,3,1302,19.6,-47.8,33.3,0.27,33.2,null_rw,daily,compress_bo,15
short,5,3,1300,10.8,-143.6,33.3,0.06,33.8,null_rw,daily,compress_bo,15
short,10,3,1295,-61.6,-333.8,33.3,-0.23,-15.2,null_rw,daily,compress_bo,15
short,20,3,1285,-330.9,-262.6,0.0,-1.62,-236.1,null_rw,daily,compress_bo,15
long,1,16,1304,25.1,27.5,62.5,1.23,20.7,null_rw,daily,kelt_pull,15
long,3,16,1302,1.6,40.8,56.2,0.04,-11.9,null_rw,daily,kelt_pull,15
long,5,16,1300,18.0,26.3,56.2,0.33,-4.9,null_rw,daily,kelt_pull,15
long,10,16,1295,139.9,55.5,56.2,1.42,93.6,null_rw,daily,kelt_pull,15
long,20,16,1285,235.1,233.1,56.2,1.83,140.3,null_rw,daily,kelt_pull,15
short,1,7,1304,-12.2,6.7,57.1,-0.41,-7.8,null_rw,daily,kelt_pull,15
short,3,7,1302,-36.5,-33.5,28.6,-1.26,-23.0,null_rw,daily,kelt_pull,15
short,5,7,1300,-19.4,-31.2,28.6,-0.45,3.5,null_rw,daily,kelt_pull,15
short,10,7,1295,40.6,58.5,57.1,0.54,86.9,null_rw,daily,kelt_pull,15
short,20,7,1285,206.3,148.5,85.7,2.26,301.1,null_rw,daily,kelt_pull,15
long,1,44,1304,-5.7,-4.9,47.7,-0.41,-10.1,null_rw,daily,donch100,15
long,3,44,1302,2.7,12.1,52.3,0.09,-10.9,null_rw,daily,donch100,15
long,5,44,1300,40.7,63.3,59.1,1.11,17.8,null_rw,daily,donch100,15
long,10,44,1295,52.6,13.5,52.3,1.02,6.3,null_rw,daily,donch100,15
long,20,44,1285,132.0,114.6,59.1,1.73,37.1,null_rw,daily,donch100,15
short,1,15,1304,30.4,30.7,60.0,1.05,34.8,null_rw,daily,donch100,15
short,3,15,1302,45.4,43.9,53.3,1.16,58.9,null_rw,daily,donch100,15
short,5,15,1300,39.4,39.1,60.0,1.03,62.3,null_rw,daily,donch100,15
short,10,14,1295,45.9,-40.6,42.9,0.82,92.2,null_rw,daily,donch100,15
short,20,14,1285,74.0,-12.3,50.0,1.08,168.8,null_rw,daily,donch100,15
long,1,35,1304,5.9,12.6,51.4,0.38,1.5,null_rw,daily,donch260,15
long,3,35,1302,7.8,19.5,57.1,0.24,-5.7,null_rw,daily,donch260,15
long,5,35,1300,60.5,78.5,65.7,1.61,37.5,null_rw,daily,donch260,15
long,10,35,1295,79.7,39.2,57.1,1.34,33.3,null_rw,daily,donch260,15
long,20,35,1285,191.2,240.8,65.7,2.3,96.4,null_rw,daily,donch260,15
short,1,13,1304,26.4,17.1,53.8,0.76,30.8,null_rw,daily,donch260,15
short,3,13,1302,39.2,-2.9,46.2,0.87,52.8,null_rw,daily,donch260,15
short,5,13,1300,53.2,39.1,61.5,1.27,76.1,null_rw,daily,donch260,15
short,10,12,1295,55.5,-40.6,41.7,0.9,101.8,null_rw,daily,donch260,15
